Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,BCC_Frequency,CSL_Score,CSL_COLL,Reliability,Accessibility,Semantics,Error,Error-Type,Details
S_I_F_NS_ML_1,NS_ML,S,L2,ML,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_OMLI_TH_1,OMLI_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_ALFD_GN_1,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_ALFD_GN_1,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_ALFD_GN_1,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_LMHA_TH+I_,LMHA_TH+I_,S,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_HLY_TH,HLY_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_JTN_GQ,JTN_GQ,S,L2,GQ,ES,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_LLX_KR,LLX_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_QJZU_KR_1,QJZU_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_QXX_KR,QXX_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_ADH_RU_3,ADH_RU,S,L2,RU,RU,[GLCLC text removed],满意,Attracted,MS,1602.0,25.95,Attracted,Yes,2.0,Psych,,,
S_I_M_AGL_BF,AGL_BF,S,L2,BF,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_AGL_BF,AGL_BF,S,L2,BF,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_AGL_BF,AGL_BF,S,L2,BF,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_BTLK_TG_3,BTLK_TG,S,L2,TG,EN,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_BTLK_TG_3,BTLK_TG,S,L2,TG,EN,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_LMA_PT,LMA_PT,S,L2,PT,PT,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_MENG_TH,MENG_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_MW_RU,MW_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_MW_RU,MW_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_CAMLG_TH_2,CAMLG_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_CAMLG_TH_2,CAMLG_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_JA_KR_3,JA_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_JZE_KR,JZE_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_JZE_KR,JZE_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_JZE_KR,JZE_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_LCL_KR_2,LCL_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_MLY_RU_2,MLY_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_MLY_RU_2,MLY_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_MLY_RU_2,MLY_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_F_ZLYE_RU_3,ZLYE_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_DCYY_JP_3,DCYY_JP,S,L2,JP,JP,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_LC_TH_3,LC_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_LC_TH_3,LC_TH,S,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_LIF_RU_3,LIF_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_MWH_VE_2,MWH_VE,S,L2,VE,ES,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_WGZE_VN_3,WGZE_VN,S,L2,VN,VN,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_SXD_KR,SXD_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_SXD_KR,SXD_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_CXYA_KR_1,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_CXYA_KR_1,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JXJ_KR_1,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JXJ_KR_1,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_MX_CS,MX_CS,W,L2,CS,Other,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_MX_CS,MX_CS,W,L2,CS,Other,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_YZX_KR_1,YZX_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_PZY_KR_1,PZY_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_CLY_KR_1,CLY_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_ZJJ_KR,ZJJ_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_ZSM_KR_3,ZSM_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_NE_KZ_1,NE_KZ,W,L2,KZ,TK,[GLCLC text removed],好,Repelled,DISP,613.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_ZSM_KR_1,ZSM_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_CQM_TH,CQM_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_JRY_KR_3,JRY_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_OMLI_TH,OMLI_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_OMLI_TH,OMLI_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_BJM_AO_2,BJM_AO,W,L2,AO,PT,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_WJS_MU,WJS_MU,W,L2,MU,Other,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_KYC_RU_1,KYC_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_LLS_TH_1,LLS_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_HLH_TH_5,HLH_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_YYQH_JP_2,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_GB_MX,GB_MX,W,L2,MX,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_GB_MX,GB_MX,W,L2,MX,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_GB_MX,GB_MX,W,L2,MX,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_MELI_KG,MELI_KG,W,L2,KG,TK,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_LWC_TH_2,LWC_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,EVAL,60.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_MHMAD_TJ_2,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_JA_KR_4,JA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_MLY_RU_3,MLY_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_LIF_RU_2,LIF_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_SSXI_KR_2,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_CAMLG_TH_1,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_HPL_TH_3,HPL_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_HPL_TH_8,HPL_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_LWC_TH_5,LWC_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_LWC_TH_9,LWC_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_PZY_KR_2,PZY_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_LZLA_CD_7,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_CAMLG_TH_1,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_LMA_PT_1,LMA_PT,W,L2,PT,PT,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_CAMLG_TH_6,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_ZSYI_TH_7,ZSYI_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_LWC_TH_7,LWC_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_DNY_RU_13,DNY_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_LWL_ID_14,LWL_ID,W,L2,ID,Other,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,MS,613.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,MS,613.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,MS,613.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,MS,613.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_JZUE_KR_7,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_DCYY_JP_1,DCYY_JP,W,L2,JP,JP,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_BALID_GN_2,BALID_GN,W,L2,GN,EN,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_LYZI_KR_1,LYZI_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_QBYZ_JP_7,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_QBYZ_JP_7,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_MWH_VE_2,MWH_VE,W,L2,VE,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_ABL_UZ_2,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_ABL_UZ_2,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_M_BALID_GN_1,BALID_GN,W,L2,GN,EN,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_LZYA_KR_5,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_HPL_TH_9,HPL_TH,W,L2,TH,TH,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],好,Repelled,EVAL,60.0,0.0,Repelled,Yes,1.0,Attribute,,,
W_I_F_AYN_RU_3,AYN_RU,W,L2,RU,RU,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_LZYA_KR_8,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_MRN_BR_6,MRN_BR,W,L2,BR,PT,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_SSXI_KR_6,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_WDLY_RU_16,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_YIL_BR_2,YIL_BR,W,L2,BR,PT,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_YLSB_PE_2,YLSB_PE,W,L2,PE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_ZHH_TH_3,ZHH_TH,W,L2,TH,TH,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_ZYY_VE_2,ZYY_VE,W,L2,VE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_BALID_GN_6,BALID_GN,W,L2,GN,EN,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_LBK_VE_9,LBK_VE,W,L2,VE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_LMN_TH_2,LMN_TH,W,L2,TH,TH,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_LTQ_PE_2,LTQ_PE,W,L2,PE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_SMER_KZ_8,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_XCYH_JP_2,XCYH_JP,W,L2,JP,JP,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_ZYG_VE_2,ZYG_VE,W,L2,VE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_M_LBK_VE_8,LBK_VE,W,L2,VE,ES,[GLCLC text removed],好奇,Attracted,MS,90.0,1.854,Attracted,Yes,4.0,Psych,,,
W_I_F_BYL_BR_6,BYL_BR,W,L2,BR,PT,[GLCLC text removed],实行,Attracted,SI,3481.0,0.0,,Yes,5.0,Functional,,,
W_I_F_CAMLG_TH_3,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],尊重,Attracted,MS,458.0,1.85,,Yes,3.0,Manner,,,
W_I_F_YLC_TH,YLC_TH,W,L2,TH,TH,[GLCLC text removed],开玩笑,Attracted,DA,70.0,0.0,Repelled,No,3.0,Communication,,,
W_I_M_CYD_TH,CYD_TH,W,L2,TH,TH,[GLCLC text removed],开玩笑,Attracted,DA,70.0,0.0,Repelled,No,3.0,Communication,,,
W_I_M_ZCYT_JP_2,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],影响,Attracted,EVAL,733.0,11.12,Attracted,Yes,2.0,Functional,,,
W_I_F_CRHI_KR_1,CRHI_KR,W,L2,KR,KR,[GLCLC text removed],影响,Attracted,EVAL,733.0,11.12,Attracted,Yes,2.0,Functional,,,
W_I_F_AMI_GN_5,AMI_GN,W,L2,GN,EN,[GLCLC text removed],微笑,Attracted,DA,998.0,5.56,Attracted,No,4.0,Physical,,,
W_I_F_JZP_CN_1,JZP_CN,W,L2,CN,Other,[GLCLC text removed],微笑,Attracted,DA,998.0,5.56,Attracted,No,4.0,Physical,,,
W_I_M_HSE_PK_14,HSE_PK,W,L2,PK,Other,[GLCLC text removed],微笑,Attracted,EVAL,998.0,5.56,Attracted,No,4.0,Physical,,,
S_I_F_CSQS_VN,CSQS_VN,S,L2,VN,VN,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_JTN_GQ,JTN_GQ,S,L2,GQ,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_F_LCL_KR_3,LCL_KR,S,L2,KR,KR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_LBK_VE_5,LBK_VE,S,L2,VE,ES,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_LMA_PT,LMA_PT,S,L2,PT,PT,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_XJ_RU,XJ_RU,S,L2,RU,RU,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
S_I_M_XMJ_FR,XMJ_FR,S,L2,FR,FR,[GLCLC text removed],好,Repelled,DISP,613.0,5.56,Repelled,Yes,1.0,Manner,,,
W_I_M_HYH_KR_4,HYH_KR,W,L2,KR,KR,[GLCLC text removed],怨愤,Repelled,EVAL,0.0,0.0,Repelled,Yes,6.0,Psych,,,
S_I_M_CJR_TH_2,CJR_TH,S,L2,TH,TH,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_M_HAS_CU_1,HAS_CU,S,L2,CU,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_F_WUYM_CR_1,WUYM_CR,S,L2,CR,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_M_DYSR_JP+I_,DYSR_JP,S,L2,JP,JP,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_F_WDLY_RU,WDLY_RU,S,L2,RU,RU,[GLCLC text removed],感,Attracted,EVAL,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_F_YYQ_CH,YYQ_CH,S,L2,CH,Other,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_F_AHL_PE_1,AHL_PE,S,L2,PE,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
S_I_F_JXZ_KR_1,JXZ_KR,S,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_JHXU_KR_2,JHXU_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_WYS_TH_2,WYS_TH,W,L2,TH,TH,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_WYS_TH_2,WYS_TH,W,L2,TH,TH,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_YSLI_PE_3,YSLI_PE,W,L2,PE,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_ZSZ_KR,ZSZ_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_ZTT_TH_3,ZTT_TH,W,L2,TH,TH,[GLCLC text removed],感,Attracted,EVAL,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_M_BAOLUO_CL_,BAOLUO_CL,W,L2,CL,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_HNN_PE_3,HNN_PE,W,L2,PE,ES,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_JHXI_KR_1,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_M_GQQG_JP_3,GQQG_JP,W,L2,JP,JP,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
W_I_F_JAL_KR_2,JAL_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,1119.0,53.75,Attracted,Yes,2.0,Psych,,,
